individualID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
1005,-0.578767799840089,-0.338117507192594,0.670367885798336,0.463502604363896,-1.69165965740793,-0.032282381886164,0.609329488151412,1.11950285159947,0.541400890014335,-0.279389994991899
1010,-1.58553905998999,-1.02942881947527,-0.071892829204047,2.29775682821839,-1.50173642299089,0.803793717610765,0.406974827689591,-1.0346011086328,-0.598297897908281,0.877485687308981
1015,-0.515089344613323,0.984085115352749,-0.832475178043294,0.182729236193924,-0.6740309649435,-0.977899264575148,0.991251260190151,-2.00459112707884,1.29412979789105,-1.57700807041711
1019,-0.735863889096107,0.421690900676138,-0.096485258635576,-0.195774109964263,0.081610743862666,0.136847017794728,0.967127325626387,0.296924484745556,1.48129615657487,0.644442823474761
1029,-0.110000233945053,2.1621825311815,-1.07256807166111,0.653572245530267,-0.569884945846007,0.459181006890643,-1.10717771753968,-2.30526908175392,-1.20098087604117,0.222224893881965
1034,-0.607049276435582,-0.508573949296181,0.073052522253774,-0.034330427489008,0.215029915000096,0.806717520468114,1.17168809997508,-0.488398984545055,-1.49456838294758,0.29627365906891
1036,0.233839198841723,0.226171913960584,0.594658430224282,-0.05317458752159,-1.48822439463217,0.673488109577716,-0.175872501392317,1.8230319473041,1.09323259655609,1.49953164954573
1045,0.238204100400409,0.04933840775015,1.02522948949895,1.17524447707616,0.701986962891068,0.32360380924062,-0.340878790520816,0.813094558856287,-0.792709284357423,-0.572606225940808
1046,1.29385996337565,0.244474644742479,-0.219134791457678,-0.138404966334632,-0.485305712542321,0.263656762363265,-0.246805775386903,-0.42460693221412,0.446631153970327,-0.140321860686327
1047,1.33532070711015,0.701991501686299,0.512346167946941,0.839560942832682,0.413737815156301,-1.6809697100481,-0.64397345411512,-0.527628964111302,-1.68442574664022,1.73895306556361
1052,-1.84668050850966,1.28946460186049,-0.159854884456581,-0.111938854730303,0.572126728855278,-0.088372076373473,-0.458037222693486,-1.8271857168903,0.86854837159957,0.172044181900311
1058,0.929025689409334,-1.30182414937854,0.611267644042538,-1.05100714242578,0.777178827813288,1.32298098413759,0.450540290305833,0.269669531132557,0.691098692958142,0.674517810467094
1078,0.184444317574942,-0.587524885634935,-1.8224089194432,-1.71448150893282,0.54753319876437,0.100542950444502,1.62408640680854,0.703463590055536,1.91261493161994,-2.58027659111848
1085,0.586682981491654,-0.363773365868882,0.358569942252993,-0.483060204964489,0.093148287129585,-0.892758707024632,-0.498310319552766,-0.117849996832418,-1.14710325491185,-0.37487387344381
1089,-0.307126509180786,-0.755518226024281,-0.170392337313053,-0.965151391729713,-0.605994872698043,0.194192860892556,-0.230003410569283,-0.082576157949235,-0.209928069887665,-0.17363613642344
1098,-0.912391779550994,-1.19855547185506,-0.159918603916251,0.40231912279261,-0.557893602066566,0.698549663781962,-0.832559154616613,0.338331840537527,0.155092540677663,1.01562293977901
1103,1.49500390786354,2.04457857014801,-0.274335411476349,-0.077756729965424,-0.457398361256839,-1.98474807386368,-0.174911269337471,0.360926907224472,0.032543454525793,-0.535862063943541
1104,-0.427455411005033,-0.86340987957807,0.144072164886602,-0.376379351571808,-1.42937902771524,0.601964076760211,-1.17740924703789,0.866204673782537,0.664175962398165,-0.73848231263185
1105,0.013763653701138,-1.49665112820115,1.44247500479756,0.060435433353805,-1.08251745350257,0.339960700331787,1.54118151490895,0.505382307078569,-0.292660811907588,-2.59987466972662
1114,0.034998821522347,0.761532961373374,1.38033007239923,-1.07364814839955,0.498318817837407,1.82841307391407,-0.07649308148936,0.842668849024926,-0.048811028332561,-0.688361551590923
1119,-0.548983008582809,-0.172998565541176,0.554691914024779,-0.065378331185118,0.48576097141949,1.149670583242,0.069149646700852,-0.634606285742345,0.906642090729418,-0.903274457148115
1121,0.815337020500942,1.00728905064772,-1.42552236727499,-0.995962035972995,1.21599468591391,0.870224663010639,-2.6358250727149,0.46119910296321,-0.988589282325084,0.572237398573838
1123,0.977222673055618,-0.710923849252923,0.471916742977631,1.10782658510787,-1.46171722000614,-0.445484551660183,-1.03390326563971,-0.004412478812088,-0.12580720801972,2.63976741183925
11263,1.89792593907369,-0.902239362207913,0.471016145806117,-1.1716810467449,-2.56116641740842,0.924258439004727,0.812198198280478,-0.141357919666567,1.19995823554204,-0.33978178182032
11265,-0.51892192577903,-0.04645915937629,-0.786225879197341,0.523217734959503,-1.19290445983964,0.578045516892334,-0.415978082925478,-0.198373371889101,-1.37891500839981,1.29256276522858
11266,0.790241134389982,0.474742827458334,0.210942185518342,-0.133496957710966,0.373453364160975,-0.999745958550979,-0.753137145487919,-0.095203277918698,2.11386892068015,-0.581929658926863
11288,0.001729156158864,0.740717271259892,0.251944730318899,0.223385123860998,-0.79272143700018,-0.788073873473555,-0.077084499326463,-0.057310394643391,0.418956063071209,0.270128874228651
11289,0.127395511690706,0.219346870381107,0.79525007312145,0.906520430729756,0.502037266917104,0.908256342624486,-0.64108359896616,-0.917177730407629,-0.899903655510079,-0.254197485173382
1129,0.510307631185435,-0.809405193977509,-1.05593389323891,0.176499681755876,0.03535149293045,0.353074160765477,0.072685581890554,1.01253797911994,-1.42113357115894,-0.802491797429326
11293,-0.142977167608049,-1.46686786750732,1.12743837949909,-0.033224560963053,-0.250269290321168,-0.884375376340386,-1.1732342771214,-0.718838054315147,1.13037552909491,-0.142333555192437
11294,0.570505825259699,-0.604659225041422,1.27660595875693,0.928610310590695,1.06143037618853,1.08073675440856,0.190676041570766,-0.030401823330613,-1.39571907169835,0.59788787151758
11311,-0.297315752117575,-0.222690426428596,-0.104489730593541,-1.5733608482139,0.461814448950004,-2.10648548391744,1.06388111999476,-0.391496466899909,0.624084461757715,1.9132072552782
11314,-0.697529904583918,0.2636729659773,0.338400796700065,-0.419213114882165,1.18486281489619,0.526417913605995,1.12143300453426,-0.579930820638159,-0.926295168899194,-1.57035377339465
11317,0.964411097005244,-1.22885944941323,0.090081402785915,-2.32646254278394,1.64014483261193,-0.459446076775107,1.45562175643867,0.033060793300859,0.685529934580628,0.089325810519244
11319,0.89736583638581,-0.542416287346018,-1.1983539623236,0.893753631809099,-1.29236280226402,-0.914795732914003,0.494598959794472,0.806037521074761,-0.290164089859659,-0.714835958829544
11320,-0.373098446590185,1.08622708753097,-0.737520565509326,-1.96679049811694,0.252590149252566,-0.561260435964345,-0.067191833039445,1.20386000239529,-0.247929625225733,-0.260024360555567
11321,0.488903746182764,-0.50194046148351,-0.059500946496799,-0.444578664536772,-0.62405628886176,2.34789700940152,0.302580068770292,1.10796971538764,-1.60083504039698,-0.258041520250155
11322,2.05354557708547,0.479240117998987,-1.18848941509935,0.014186287512972,-1.13479756881767,-0.271284624359975,-0.742931992298056,-0.245357710328368,0.805569082238889,-0.355276771724627
11323,0.255660818516842,-0.482352862236926,0.303418447946453,0.47385643933949,-2.25046558980778,-0.941943851546818,0.747900315765727,1.25639900807521,0.250336837912684,1.09472312345503
11325,-0.569655024152474,0.086917116415615,-2.01516469917034,1.01287344114066,-0.059288920560375,-1.10343335217039,-1.24808571189437,0.208634182288694,-1.16359946357181,0.288154692739162
